Index,Order ID,Order Date_x,Ship Mode_x,Customer ID,Customer Name_x,Origin Channel,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit,Arrival Scan Date,Customer Name_y,Row ID,Order Date_y,On Truck Scan Date,Ship Mode_y,Ready to Ship Date,Pickup Date,delivery_time_days,total_delivery_time_days,order_Month,Order_YearMonth,order_weekday,on_truck_weekday,warehouse_time_days
6370,CA-2019-103919,2019-10-03,Standard Class,TP-21565,Tracy Poddar,Sales,United States,Grand Prairie,Texas,75051.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001756,38.08,5,0.6,-29.512000000000008,2019-10-14,Tracy Poddar,6370.0,2019-10-03,2019-10-09,Standard Processing,,,5,11,October,2019-10,Thursday,Wednesday,6
6465,US-2019-155404,2019-09-22,Standard Class,AS-10630,Ann Steele,Facebook,United States,Louisville,Kentucky,40214.0,South,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004586,13.28,2,0.0,6.3744,2019-10-07,Ann Steele,6465.0,2019-09-22,2019-10-02,Standard Processing,,,5,15,September,2019-09,Sunday,Wednesday,10
6937,CA-2019-129847,2019-09-02,First Class,TA-21385,Tom Ashbrook,Facebook,United States,Chicago,Illinois,60653.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000277,84.272,2,0.6,-75.8448,2019-09-10,Tom Ashbrook,6937.0,2019-09-02,2019-09-04,Express,2019-09-04,2019-09-04,6,8,September,2019-09,Monday,Wednesday,2
7203,CA-2019-120369,2019-10-28,First Class,VB-21745,Victoria Brennan,Sales,United States,Rochester,New York,14609.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10003806,756.8000000000001,5,0.0,75.67999999999998,2019-10-31,Victoria Brennan,7203.0,2019-10-28,2019-10-28,Express,,,3,3,October,2019-10,Monday,Monday,0
7913,CA-2019-167605,2019-04-28,Second Class,RB-19570,Rob Beeghly,Email,United States,Saint Charles,Illinois,60174.0,Central,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001602,30.344,2,0.6,-31.861200000000004,2019-05-07,Rob Beeghly,7913.0,2019-04-28,2019-05-03,Standard Processing,,,4,9,April,2019-04,Sunday,Friday,5
8665,CA-2020-126634,2020-03-30,Second Class,AB-10165,Alan Barnes,Email,United States,Lakewood,California,90712.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10004973,94.2,5,0.0,39.56400000000001,2020-04-08,Alan Barnes,8665.0,2020-03-30,2020-04-03,Standard Processing,,,5,9,March,2020-03,Monday,Friday,4
9028,US-2019-152415,2019-09-17,Standard Class,PO-18865,Patrick O'Donnell,Email,United States,Marlborough,Massachusetts,1752.0,East,Toasted Muesli,With Fruit and Nuts,FUR-FU-10002597,14.82,3,0.0,6.224400000000001,2019-09-30,Patrick O'Donnell,9028.0,2019-09-17,2019-09-25,Standard Processing,,,5,13,September,2019-09,Tuesday,Wednesday,8
9466,CA-2019-126858,2019-11-19,Standard Class,JM-15265,Janet Molinari,Sales,United States,Seattle,Washington,98115.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10000448,31.96,2,0.0,1.597999999999999,2019-12-02,Janet Molinari,9466.0,2019-11-19,2019-11-27,Standard Processing,,,5,13,November,2019-11,Tuesday,Wednesday,8
9676,CA-2019-137393,2019-05-06,Standard Class,GM-14500,Gene McClure,Email,United States,Bakersfield,California,93309.0,West,Toasted Muesli,With Fruit and Nuts,FUR-FU-10001617,41.6,4,0.0,14.143999999999998,2019-05-17,Gene McClure,9676.0,2019-05-06,2019-05-13,Standard Processing,,,4,11,May,2019-05,Monday,Monday,7
770,CA-2019-157245,2019-05-19,Standard Class,LE-16810,Laurel Elliston,Email,United States,Arlington,Virginia,22204.0,South,Toasted Muesli,With Nuts,FUR-CH-10003746,641.96,2,0.0,179.74880000000002,2019-06-03,Laurel Elliston,770.0,2019-05-19,2019-05-29,Standard Processing,,,5,15,May,2019-05,Sunday,Wednesday,10
981,CA-2019-144939,2019-10-03,Standard Class,EB-13870,Emily Burns,Email,United States,New York City,New York,10035.0,East,Toasted Muesli,With Nuts,FUR-CH-10003199,599.292,6,0.1,93.22319999999998,2019-10-14,Emily Burns,981.0,2019-10-03,2019-10-09,Standard Processing,,,5,11,October,2019-10,Thursday,Wednesday,6
4515,CA-2019-120873,2019-10-27,Second Class,BW-11200,Ben Wallace,Email,United States,Hampton,Virginia,23666.0,South,Toasted Muesli,With Nuts,FUR-CH-10000847,290.98,1,0.0,75.6548,2019-11-11,Ben Wallace,4515.0,2019-10-27,2019-11-06,Standard Processing,,,5,15,October,2019-10,Sunday,Wednesday,10
5163,CA-2019-115378,2019-11-18,Second Class,AJ-10945,Ashley Jarboe,Email,United States,Taylor,Michigan,48180.0,Central,Toasted Muesli,With Nuts,FUR-CH-10000863,301.96,2,0.0,33.215599999999995,2019-12-02,Ashley Jarboe,5163.0,2019-11-18,2019-11-27,Standard Processing,,,5,14,November,2019-11,Monday,Wednesday,9
8340,CA-2020-135076,2020-04-13,Standard Class,YS-21880,Yana Sorensen,Sales,United States,Hesperia,California,92345.0,West,Toasted Muesli,With Nuts,FUR-CH-10003774,436.70400000000006,6,0.2,-38.21160000000003,2020-04-27,Yana Sorensen,8340.0,2020-04-13,2020-04-20,Standard Processing,,,7,14,April,2020-04,Monday,Monday,7
8505,CA-2019-109400,2019-05-02,Standard Class,NR-18550,Nick Radford,Email,United States,Amarillo,Texas,79109.0,Central,Toasted Muesli,With Nuts,FUR-CH-10003298,366.744,4,0.3,-110.02320000000005,2019-05-13,Nick Radford,8505.0,2019-05-02,2019-05-08,Standard Processing,,,5,11,May,2019-05,Thursday,Wednesday,6
8647,CA-2019-113341,2019-11-25,Standard Class,MH-17455,Mark Hamilton,Email,United States,Los Angeles,California,90032.0,West,Toasted Muesli,With Nuts,FUR-CH-10004698,194.35200000000003,3,0.2,19.43520000000001,2019-12-09,Mark Hamilton,8647.0,2019-11-25,2019-12-02,Standard Processing,,,7,14,November,2019-11,Monday,Monday,7
8892,CA-2019-162159,2019-09-16,First Class,CR-12625,Corey Roper,Facebook,United States,Columbus,Georgia,31907.0,South,Toasted Muesli,With Nuts,FUR-CH-10001146,121.78,2,0.0,30.444999999999997,2019-09-23,Corey Roper,8892.0,2019-09-16,2019-09-18,Express,,,5,7,September,2019-09,Monday,Wednesday,2
9760,CA-2019-146913,2019-10-31,Standard Class,SF-20965,Sylvia Foulston,Sales,United States,San Francisco,California,94109.0,West,Toasted Muesli,With Nuts,FUR-CH-10001854,1403.9200000000003,5,0.2,70.19600000000003,2019-11-11,Sylvia Foulston,9760.0,2019-10-31,2019-11-06,Standard Processing,,,5,11,October,2019-10,Thursday,Wednesday,6
